id,time
9,0.020046472549438477
19,0.01582050323486328
29,0.015696048736572266
39,0.017486572265625
49,0.027135372161865234
59,0.02817368507385254
69,0.024051427841186523
79,0.019278526306152344
89,0.019503355026245117
99,0.0175631046295166
109,0.01608872413635254
119,0.015899181365966797
129,0.017247438430786133
139,0.015497207641601562
149,0.014983415603637695
159,0.015620946884155273
169,0.0158236026763916
179,0.014574050903320312
189,0.014273881912231445
199,0.016253948211669922
209,0.014980554580688477
219,0.015183210372924805
229,0.014590740203857422
239,0.014544248580932617
249,0.014083623886108398
259,0.014766693115234375
269,0.01472163200378418
279,0.0159451961517334
289,0.014850854873657227
299,0.01607990264892578
309,0.014245748519897461
319,0.0138702392578125
329,0.01433706283569336
339,0.014449834823608398
349,0.016556262969970703
359,0.0262148380279541
369,0.025336265563964844
379,0.024472475051879883
389,0.024691343307495117
399,0.02755904197692871
409,0.028220415115356445
419,0.034107208251953125
429,0.028612613677978516
439,0.023217439651489258
449,0.021035432815551758
459,0.02100992202758789
469,0.02091050148010254
479,0.01905965805053711
489,0.02039813995361328
499,0.02764415740966797
509,0.021905183792114258
519,0.020025253295898438
529,0.02276134490966797
539,0.021627426147460938
549,0.029622554779052734
559,0.02064347267150879
569,0.02017974853515625
579,0.015972614288330078
589,0.013964653015136719
599,0.014124393463134766
609,0.013905048370361328
619,0.01467275619506836
629,0.014724254608154297
639,0.015591144561767578
649,0.015796422958374023
659,0.015556573867797852
669,0.016279935836791992
679,0.01604461669921875
689,0.015646934509277344
699,0.019036293029785156
709,0.014713048934936523
719,0.014619588851928711
729,0.015730857849121094
739,0.013938426971435547
749,0.015562295913696289
759,0.01781439781188965
769,0.02014327049255371
779,0.01601123809814453
789,0.01516103744506836
799,0.015729904174804688
809,0.021619558334350586
819,0.017771482467651367
829,0.01808929443359375
839,0.015613555908203125
849,0.014356136322021484
859,0.015880107879638672
869,0.014775991439819336
879,0.013726949691772461
889,0.020722627639770508
899,0.026843547821044922
909,0.03166604042053223
919,0.028316497802734375
929,0.04075217247009277
939,0.03216958045959473
949,0.04049229621887207
959,0.02030348777770996
969,0.03581953048706055
979,0.02436065673828125
989,0.032292842864990234
999,0.030516862869262695
