id,time
19,0.003296375274658203
39,0.00600886344909668
59,0.006003856658935547
79,0.0031921863555908203
99,0.0028350353240966797
119,0.003459453582763672
139,0.0028150081634521484
159,0.0029637813568115234
179,0.0030660629272460938
199,0.0027341842651367188
219,0.003050565719604492
239,0.0025854110717773438
259,0.002920389175415039
279,0.0029785633087158203
299,0.0024297237396240234
319,0.0028264522552490234
339,0.0032150745391845703
359,0.002847909927368164
379,0.0030689239501953125
399,0.0030813217163085938
419,0.002810239791870117
439,0.0030133724212646484
459,0.002660512924194336
479,0.0023109912872314453
499,0.0029501914978027344
519,0.002400636672973633
539,0.0022974014282226562
559,0.0028362274169921875
579,0.0027976036071777344
599,0.0029201507568359375
619,0.0046346187591552734
639,0.002761363983154297
659,0.0031473636627197266
679,0.0024216175079345703
699,0.002688169479370117
719,0.0026056766510009766
739,0.0028982162475585938
759,0.0028333663940429688
779,0.0027780532836914062
799,0.0027685165405273438
819,0.0026619434356689453
839,0.0030710697174072266
859,0.003328561782836914
879,0.003100156784057617
899,0.0028450489044189453
919,0.002992868423461914
939,0.0027229785919189453
959,0.0028450489044189453
979,0.002763509750366211
999,0.002765178680419922
