id,time
39,0.053429603576660156
79,0.051648616790771484
119,0.06326770782470703
159,0.07827115058898926
199,0.07849407196044922
239,0.0564420223236084
279,0.05199074745178223
319,0.05001974105834961
359,0.05111265182495117
399,0.04751849174499512
439,0.05523991584777832
479,0.0547182559967041
519,0.09216856956481934
559,0.05352950096130371
599,0.08441352844238281
639,0.059786081314086914
679,0.06433892250061035
719,0.05419111251831055
759,0.06216716766357422
799,0.062331438064575195
839,0.059244394302368164
879,0.054888010025024414
919,0.056654930114746094
959,0.05713224411010742
999,0.05174136161804199
